Code;Name;CountryISO;ISIN;CCY;Sector;Industry;GicSector;GicGroup;GicIndustry;GicSubIndustry;HQ;FullTimeEmployees;WebURL;UpdateDate;ActiveFlag
IMAC US;Imac Holdings Inc;US;US44967K1043;USD;Healthcare;Healthcare Providers & Services;Health Care;Health Care Equipment & Services;Health Care Providers & Services;Health Care Services;United States;154;https://www.imacholdings.com;17.09.2023;1
IMCD AS;IMCD NV;NL;NL0010801007;EUR;Basic Materials;Specialty Chemicals;Industrials;Capital Goods;Trading Companies & Distributors;Trading Companies & Distributors;Netherlands;4549;https://www.imcdgroup.com;19.10.2023;1
NK PA;Imerys SA;FR;FR0000120859;EUR;Basic Materials;Building Materials;Materials;Materials;Construction Materials;Construction Materials;France;13627;https://www.imerys.com;19.10.2023;1
4A3 F;immatics biotechnologies GmbH;DE;NL0015285941;EUR;Healthcare;Biotechnology;Health Care;Pharmaceuticals, Biotechnology & Life Sciences;Biotechnology;Biotechnology;Germany;210;https://www.immatics.com;12.09.2023;1
IMMR US;Immersion Corporation;US;US4525211078;USD;Technology;Software-Application;Information Technology;Technology Hardware & Equipment;Technology Hardware, Storage & Peripherals;Technology Hardware, Storage & Peripherals;United States;19;https://www.immersion.com;18.09.2023;1
ALIMR PA;Immersion SA;FR;FR0013060100;EUR;Technology;Software - Application;Information Technology;Software & Services;Software;Application Software;France;35;https://www.immersion.fr;19.10.2023;1
IMMX US;Immix Biopharma Inc;US;US45258H1068;USD;Healthcare;Biotechnology;Health Care;Pharmaceuticals, Biotechnology & Life Sciences;Biotechnology;Biotechnology;United States;9;https://www.immixbio.com;17.09.2023;1
IMDA PA;Immobiliere Dassault SA;FR;FR0000033243;EUR;Real Estate;REIT - Diversified;Real Estate;Equity Real Estate Investment Trusts (REITs);Diversified REITs;Diversified REITs;France;9;https://www.immobiliere-dassault.com;19.10.2023;1
ICCC US;ImmuCell Corporation;US;US4525253062;USD;Healthcare;Biotechnology;Health Care;Pharmaceuticals, Biotechnology & Life Sciences;Biotechnology;Biotechnology;United States;66;https://immucell.com;19.09.2023;1
IMRX US;Immuneering Corp;US;US45254E1073;USD;Healthcare;Biotechnology;Health Care;Pharmaceuticals, Biotechnology & Life Sciences;Biotechnology;Biotechnology;United States;66;https://immuneering.com;17.09.2023;1
IMUX US;Immunic Inc;US;US4525EP1011;USD;Healthcare;Biotechnology;Health Care;Pharmaceuticals, Biotechnology & Life Sciences;Biotechnology;Biotechnology;United States;75;https://www.immunic-therapeutics.com;17.09.2023;1
IMGN US;ImmunoGen Inc;US;US45253H1014;USD;Healthcare;Biotechnology;Health Care;Pharmaceuticals, Biotechnology & Life Sciences;Biotechnology;Biotechnology;United States;277;https://www.immunogen.com;18.09.2023;1
IMPL US;Impel Neuropharma Inc;US;US45258K1097;USD;Healthcare;Biotechnology;Health Care;Pharmaceuticals, Biotechnology & Life Sciences;Biotechnology;Biotechnology;United States;160;https://impelpharma.com;17.09.2023;1
PI US;Impinj Inc;US;US4532041096;USD;Technology;Communication Equipment;Information Technology;Semiconductors & Semiconductor Equipment;Semiconductors & Semiconductor Equipment;Semiconductors;United States;389;https://www.impinj.com;19.09.2023;1
ALIMP PA;Implanet SA;FR;FR0013470168;EUR;Healthcare;Medical Devices;Health Care;Health Care Equipment & Services;Health Care Equipment & Supplies;Health Care Equipment;France;42;https://www.implanet.com;19.10.2023;1
IMPN SW;Implenia AG;CH;CH0023868554;CHF;Industrials;Engineering & Construction;Industrials;Capital Goods;Construction & Engineering;Construction & Engineering;Switzerland;7639;https://www.implenia.com;20.09.2023;1
INA SW;Ina Invest Holding AG;CH;CH0524026959;CHF;Real Estate;Real Estate Services;Real Estate;Equity Real Estate Investment Trusts (REITs);Real Estate Management & Development;Real Estate Operating Companies;Switzerland;10;https://www.ina-invest.com;05.09.2023;1
SYNH US;INC Research Holdings Inc;US;US87166B1026;USD;Healthcare;Diagnostics & Research;Health Care;Pharmaceuticals, Biotechnology & Life Sciences;Life Sciences Tools & Services;Life Sciences Tools & Services;United States;28768;https://www.syneoshealth.com;17.09.2023;1
IC8 XETRA;InCity Immobilien AG;DE;DE000A0HNF96;EUR;Real Estate;Real Estate Services;Real Estate;Equity Real Estate Investment Trusts (REITs);Real Estate Management & Development;Real Estate Operating Companies;Germany;16;https://www.incity.ag;19.10.2023;1
INCY US;Incyte Corporation;US;US45337C1027;USD;Healthcare;Biotechnology;Health Care;Pharmaceuticals, Biotechnology & Life Sciences;Biotechnology;Biotechnology;United States;2324;https://www.incyte.com;17.09.2023;1
INDP US;Indaptus Therapeutics Inc;US;US45339J1051;USD;Healthcare;Biotechnology;Health Care;Pharmaceuticals, Biotechnology & Life Sciences;Biotechnology;Biotechnology;United States;6;https://indaptusrx.com;17.09.2023;1
ICD US;Independence Contract Drilling Inc;US;US4534156066;USD;Energy;Oil & Gas Drilling;Energy;Energy;Energy Equipment & Services;Oil & Gas Drilling;United States;600;https://www.icdrilling.com;19.09.2023;1
IRT US;Independence Realty Trust Inc;US;US45378A1060;USD;Real Estate;REIT-Residential;Real Estate;Equity Real Estate Investment Trusts (REITs);Diversified REITs;Residential REITs;United States;923;https://www.irtliving.com;18.09.2023;1
INDB US;Independent Bank;US;US4538361084;USD;Financial Services;Banks-Regional;Financials;Banks;Banks;Regional Banks;United States;1739;https://www.rocklandtrust.com;18.09.2023;1
IBCP US;Independent Bank Corporation;US;US4538386099;USD;Financial Services;Banks-Regional;Financials;Banks;Banks;Regional Banks;United States;803;https://www.independentbank.com;17.09.2023;1
IBTX US;Independent Bank Group Inc;US;US45384B1061;USD;Financial Services;Banks-Regional;Financials;Banks;Banks;Regional Banks;United States;1547;https://www.independent-bank.com;18.09.2023;1
INDI US;indie Semiconductor Inc;US;US45569U1016;USD;Technology;Semiconductor Equipment & Materials;Information Technology;Semiconductors & Semiconductor Equipment;Semiconductors & Semiconductor Equipment;Semiconductors;United States;600;https://www.indiesemi.com;17.09.2023;1
INH XETRA;Indus Holding AG;DE;DE0006200108;EUR;Industrials;Conglomerates;Industrials;Capital Goods;Industrial Conglomerates;Industrial Conglomerates;Germany;9548;https://www.indus.de;19.10.2023;1
IFS F;Infas Holding AG;DE;DE0006097108;EUR;Communication Services;Advertising Agencies;Communication Services;Media & Entertainment;Media;Publishing;Germany;320;https://www.infas-holding.de;20.09.2023;1
IFCN SW;Inficon Holding;CH;CH0011029946;CHF;Technology;Scientific & Technical Instruments;Information Technology;Technology Hardware & Equipment;Electronic Equipment, Instruments & Components;Electronic Equipment & Instruments;Switzerland;1585;https://www.inficon.com;20.09.2023;1
IFX F;Infineon Technologies AG;DE;DE0006231004;EUR;Technology;Semiconductors;Information Technology;Semiconductors & Semiconductor Equipment;Semiconductors & Semiconductor Equipment;Semiconductors;Germany;57888;https://www.infineon.com;20.09.2023;1
INFN US;Infinera Corporation;US;US45667G1031;USD;Technology;Communication Equipment;Information Technology;Technology Hardware & Equipment;Communications Equipment;Communications Equipment;United States;3267;https://www.infinera.com;18.09.2023;1
IMCI US;Infinite Group Inc. Common Stock;US;US4569103066;USD;Technology;Information Technology Services;Information Technology;Software & Services;IT Services;IT Consulting & Other Services;United States;55;https://www.igius.com;18.09.2023;1
INFI US;Infinity Pharmaceuticals Inc;US;US45665G3039;USD;Healthcare;Biotechnology;Health Care;Pharmaceuticals, Biotechnology & Life Sciences;Biotechnology;Biotechnology;United States;30;https://www.infi.com;19.09.2023;1
IF0 F;InflaRx N.V;DE;NL0012661870;EUR;Healthcare;Biotechnology;Health Care;Pharmaceuticals, Biotechnology & Life Sciences;Biotechnology;Biotechnology;Germany;44;https://www.inflarx.de;05.09.2023;1
INFA US;Informatica Inc;US;US45674M1018;USD;Technology;Software-Infrastructure;Information Technology;Software & Services;Software;Application Software;United States;6000;https://www.informatica.com;17.09.2023;1
III US;Information Services Group Inc;US;US45675Y1047;USD;Technology;Information Technology Services;Information Technology;Software & Services;IT Services;Data Processing & Outsourced Services;United States;1600;https://www.isg-one.com;19.09.2023;1
INF PA;Infotel SA;FR;FR0000071797;EUR;Technology;Information Technology Services;Information Technology;Software & Services;IT Services;IT Consulting & Other Services;France;1954;https://www.infotel.com;18.10.2023;1
INGA AS;ING Groep NV;NL;NL0011821202;EUR;Financial Services;Banks - Diversified;Financials;Banks;Banks;Diversified Banks;Netherlands;59000;https://www.ing.com;19.10.2023;1
IR US;Ingersoll Rand Inc;US;US45687V1061;USD;Industrials;Specialty Industrial Machinery;Industrials;Capital Goods;Machinery;Industrial Machinery & Supplies & Components;United States;17000;https://www.irco.com;18.09.2023;1
NGVT US;Ingevity Corp;US;US45688C1071;USD;Basic Materials;Specialty Chemicals;Materials;Materials;Chemicals;Specialty Chemicals;United States;2050;https://www.ingevity.com;19.09.2023;1
IMKTA US;Ingles Markets Incorporated;US;US4570301048;USD;Consumer Defensive;Grocery Stores;Consumer Staples;Consumer Staples Distribution & Retail;Consumer Staples Distribution & Retail;Food Retail;United States;10920;https://www.ingles-markets.com;19.09.2023;1
INGR US;Ingredion Incorporated;US;US4571871023;USD;Consumer Defensive;Packaged Foods;Consumer Staples;Food, Beverage & Tobacco;Food Products;Agricultural Products & Services;United States;11700;https://www.ingredion.com;19.09.2023;1
IXX F;init innovation in traffic systems SE;DE;DE0005759807;EUR;Technology;Information Technology Services;Information Technology;Software & Services;IT Services;IT Consulting & Other Services;Germany;1118;https://www.initse.com;19.09.2023;1
INMB US;INmune Bio Inc;US;US45782T1051;USD;Healthcare;Biotechnology;Health Care;Pharmaceuticals, Biotechnology & Life Sciences;Biotechnology;Biotechnology;United States;10;https://www.inmunebio.com;17.09.2023;1
IPH PA;Innate Pharma;FR;FR0010331421;EUR;Healthcare;Biotechnology;Health Care;Pharmaceuticals, Biotechnology & Life Sciences;Biotechnology;Biotechnology;France;191;https://www.innate-pharma.com;18.10.2023;1
ALINN PA;Innelec Multimedia;FR;FR0000064297;EUR;Technology;Electronics & Computer Distribution;Consumer Staples;Household & Personal Products;Personal Care Products;Personal Care Products;France;97;https://corporate.innelec.com;18.10.2023;1
INOD US;Innodata Inc;US;US4576422053;USD;Technology;Information Technology Services;Information Technology;Software & Services;IT Services;Data Processing & Outsourced Services;United States;4205;https://www.innodata.com;19.09.2023;1
IOSP US;Innospec Inc;US;US45768S1050;USD;Basic Materials;Specialty Chemicals;Materials;Materials;Chemicals;Specialty Chemicals;United States;2100;https://innospec.com;19.09.2023;1
TSS F;InnoTec TSS AG;DE;DE0005405104;EUR;Industrials;Building Products & Equipment;Industrials;Capital Goods;Building Products;Building Products;Germany;763;https://www.innotectss.de;19.09.2023;1
INNV US;InnovAge Holding Corp;US;US45784A1043;USD;Healthcare;Medical Care Facilities;Health Care;Health Care Equipment & Services;Health Care Equipment & Supplies;Health Care Equipment;United States;2100;https://www.innovage.com;17.09.2023;1
IIPR US;Innovative Industrial Properties Inc;US;US45781V1017;USD;Real Estate;REIT-Industrial;Real Estate;Equity Real Estate Investment Trusts (REITs);Diversified REITs;Industrial REITs;United States;22;https://www.innovativeindustrialproperties.com;19.09.2023;1
ISSC US;Innovative Solutions and Support;US;US45769N1054;USD;Industrials;Aerospace & Defense;Industrials;Capital Goods;Aerospace & Defense;Aerospace & Defense;United States;79;https://innovative-ss.com;19.09.2023;1
CTV US;Innovid Corp.;US;US4576791085;USD;Communication Services;Advertising Agencies;Communication Services;Media & Entertainment;Entertainment;Movies & Entertainment;United States;531;https://www.innovid.com;17.09.2023;1
INVA US;Innoviva Inc;US;US45781M1018;USD;Healthcare;Biotechnology;Health Care;Pharmaceuticals, Biotechnology & Life Sciences;Pharmaceuticals;Pharmaceuticals;United States;101;https://www.inva.com;19.09.2023;1
INGN US;Inogen Inc;US;US45780L1044;USD;Healthcare;Medical Devices;Health Care;Health Care Equipment & Services;Health Care Equipment & Supplies;Health Care Equipment;United States;1026;https://www.inogen.com;18.09.2023;1
NOTV US;Inotiv Inc;US;US45783Q1004;USD;Healthcare;Diagnostics & Research;Health Care;Pharmaceuticals, Biotechnology & Life Sciences;Life Sciences Tools & Services;Life Sciences Tools & Services;United States;2099;https://www.inotivco.com;17.09.2023;1
INO US;Inovio Pharmaceuticals Inc;US;US45773H2013;USD;Healthcare;Biotechnology;Health Care;Pharmaceuticals, Biotechnology & Life Sciences;Biotechnology;Biotechnology;United States;135;https://www.inovio.com;19.09.2023;1
INPX US;Inpixon;US;US45790J8009;USD;Technology;Software-Application;Information Technology;Software & Services;IT Services;IT Consulting & Other Services;United States;197;https://www.inpixon.com;19.09.2023;1
INSG US;Inseego Corp;US;US45782B1044;USD;Technology;Communication Equipment;Information Technology;Technology Hardware & Equipment;Communications Equipment;Communications Equipment;United States;391;https://www.inseego.com;19.09.2023;1
NSIT US;Insight Enterprises Inc;US;US45765U1034;USD;Technology;Electronics & Computer Distribution;Information Technology;Technology Hardware & Equipment;Electronic Equipment, Instruments & Components;Technology Distributors;United States;13448;https://www.insight.com;18.09.2023;1
ISIG US;Insignia Systems Inc;US;US45765Y2046;USD;Communication Services;Advertising Agencies;Communication Services;Media & Entertainment;Media;Advertising;United States;30;https://www.insigniasystems.com;19.09.2023;1
INSM US;Insmed Inc;US;US4576693075;USD;Healthcare;Biotechnology;Health Care;Pharmaceuticals, Biotechnology & Life Sciences;Biotechnology;Biotechnology;United States;736;https://www.insmed.com;18.09.2023;1
NSP US;Insperity Inc;US;US45778Q1076;USD;Industrials;Staffing & Employment Services;Industrials;Commercial & Professional Services;Professional Services;Human Resource & Employment Services;United States;308998;https://www.insperity.com;18.09.2023;1
ISPO US;Inspirato Inc;US;US45791E1073;USD;Consumer Cyclical;Travel Services;Consumer Discretionary;Consumer Services;Hotels, Restaurants & Leisure;Restaurants;United States;768;https://www.inspirato.com;17.09.2023;1
INSP US;Inspire Medical Systems Inc;US;US4577301090;USD;Healthcare;Medical Devices;Health Care;Health Care Equipment & Services;Health Care Technology;Health Care Technology;United States;755;https://www.inspiresleep.com;17.09.2023;1
INSE US;Inspired Entertainment Inc;US;US45782N1081;USD;Consumer Cyclical;Gambling;Consumer Discretionary;Consumer Services;Hotels, Restaurants & Leisure;Casinos & Gaming;United States;1500;https://inseinc.com;19.09.2023;1
IBP US;Installed Building Products Inc;US;US45780R1014;USD;Consumer Cyclical;Residential Construction;Consumer Discretionary;Consumer Durables & Apparel;Household Durables;Homebuilding;United States;10300;https://www.installedbuildingproducts.com;19.09.2023;1
ALLUX PA;Installux;FR;FR0000060451;EUR;Basic Materials;Aluminum;Materials;Materials;Metals & Mining;Aluminum;France;472;https://www.groupe-installux.com;05.09.2023;1
IIIN US;Insteel Industries Inc;US;US45774W1080;USD;Industrials;Metal Fabrication;Industrials;Capital Goods;Building Products;Building Products;United States;964;https://www.insteel.com;17.09.2023;1
INS XETRA;Instone Real Estate Group AG;DE;DE000A2NBX80;EUR;Real Estate;Real Estate - Development;Consumer Discretionary;Consumer Discretionary Distribution & Retail;Internet & Direct Marketing Retail;Internet & Direct Marketing Retail;Germany;402;https://www.instone.de;04.09.2023;1
INST US;Instructure Holdings Inc;US;US4577901030;USD;Technology;Software-Application;Information Technology;Software & Services;Software;Application Software;United States;1466;https://www.instructure.com;05.09.2023;1
PODD US;Insulet Corporation;US;US45784P1012;USD;Healthcare;Medical Devices;Health Care;Health Care Equipment & Services;Health Care Equipment & Supplies;Health Care Equipment;United States;2600;https://www.insulet.com;19.09.2023;1
INTA US;Intapp Inc;US;US45827U1097;USD;Technology;Software-Application;Information Technology;Software & Services;Software;Application Software;United States;1150;https://www.intapp.com;17.09.2023;1
ITGR US;Integer Holdings Corp;US;US45826H1095;USD;Healthcare;Medical Devices;Health Care;Health Care Equipment & Services;Health Care Equipment & Supplies;Health Care Equipment;United States;10000;https://www.integer.net;19.09.2023;1
IART US;Integra LifeSciences Holdings;US;US4579852082;USD;Healthcare;Medical Devices;Health Care;Health Care Equipment & Services;Health Care Equipment & Supplies;Health Care Equipment;United States;3722;https://www.integralife.com;18.09.2023;1
ALINT PA;Integragen;FR;FR0010908723;EUR;Healthcare;Biotechnology;Health Care;Pharmaceuticals, Biotechnology & Life Sciences;Biotechnology;Biotechnology;France;63;https://integragen.com;18.10.2023;1
IAS US;Integral Ad Science Holding LLC;US;US45828L1089;USD;Communication Services;Advertising Agencies;Communication Services;Media & Entertainment;Media;Advertising;United States;835;https://integralads.com;17.09.2023;1
INTC US;Intel Corporation;US;US4581401001;USD;Technology;Semiconductors;Information Technology;Semiconductors & Semiconductor Equipment;Semiconductors & Semiconductor Equipment;Semiconductors;United States;131900;https://www.intel.com;18.09.2023;1
NTLA US;Intellia Therapeutics Inc;US;US45826J1051;USD;Healthcare;Biotechnology;Health Care;Pharmaceuticals, Biotechnology & Life Sciences;Biotechnology;Biotechnology;United States;598;https://www.intelliatx.com;19.09.2023;1
IDN US;Intellicheck Mobilisa Inc;US;US45817G2012;USD;Technology;Software-Application;Information Technology;Technology Hardware & Equipment;Electronic Equipment, Instruments & Components;Electronic Equipment & Instruments;United States;53;https://intellicheck.com;17.09.2023;1
IPAR US;Inter Parfums Inc;US;US4583341098;USD;Consumer Defensive;Household & Personal Products;Consumer Staples;Household & Personal Products;Personal Care Products;Personal Care Products;United States;527;https://www.interparfumsinc.com;18.09.2023;1
IBKR US;Interactive Brokers Group Inc;US;US45841N1072;USD;Financial Services;Capital Markets;Financials;Financial Services;Capital Markets;Investment Banking & Brokerage;United States;2908;https://www.interactivebrokers.com;19.09.2023;1
ICPT US;Intercept Pharmaceuticals Inc;US;US45845P1084;USD;Healthcare;Biotechnology;Health Care;Pharmaceuticals, Biotechnology & Life Sciences;Biotechnology;Biotechnology;United States;341;https://www.interceptpharma.com;19.09.2023;1
ICE US;Intercontinental Exchange Inc;US;US45866F1049;USD;Financial Services;Financial Data & Stock Exchanges;Financials;Financial Services;Capital Markets;Financial Exchanges & Data;United States;9116;https://www.ice.com;18.09.2023;1
IDCC US;InterDigital Inc;US;US45867G1013;USD;Communication Services;Telecom Services;Information Technology;Technology Hardware & Equipment;Communications Equipment;Communications Equipment;United States;425;https://www.interdigital.com;18.09.2023;1
TILE US;Interface Inc;US;US4586653044;USD;Industrials;Building Products & Equipment;Industrials;Commercial & Professional Services;Commercial Services & Supplies;Office Services & Supplies;United States;3671;https://www.interface.com;19.09.2023;1
LINK US;Interlink Electronics Inc;US;US4587513023;USD;Technology;Electronic Components;Information Technology;Technology Hardware & Equipment;Electronic Equipment, Instruments & Components;Electronic Equipment & Instruments;United States;98;https://www.interlinkelectronics.com;19.09.2023;1
IBOC US;International Bancshares Corporation;US;US4590441030;USD;Financial Services;Banks-Regional;Financials;Banks;Banks;Regional Banks;United States;1974;https://www.ibc.com;19.09.2023;1
IBM US;International Business Machines;US;US4592001014;USD;Technology;Information Technology Services;Information Technology;Software & Services;IT Services;IT Consulting & Other Services;United States;288300;https://www.ibm.com;19.09.2023;1
IFF US;International Flavors & Fragrances Inc;US;US4595061015;USD;Basic Materials;Specialty Chemicals;Materials;Materials;Chemicals;Specialty Chemicals;United States;24600;https://www.iff.com;19.09.2023;1
IMXI US;International Money Express Inc;US;US46005L1017;USD;Technology;Software-Infrastructure;Information Technology;Software & Services;IT Services;Data Processing & Outsourced Services;United States;893;https://www.intermexonline.com;17.09.2023;1
IP US;International Paper;US;US4601461035;USD;Consumer Cyclical;Packaging & Containers;Materials;Materials;Containers & Packaging;Paper & Plastic Packaging Products & Materials;United States;39000;https://www.internationalpaper.com;19.09.2023;1
INSW US;International Seaways Inc;US;MHY410531021;USD;Energy;Oil & Gas Midstream;Energy;Energy;Oil, Gas & Consumable Fuels;Oil & Gas Storage & Transportation;United States;1800;https://intlseas.com;19.09.2023;1
ITP PA;Interparfums SA;FR;FR0004024222;EUR;Consumer Defensive;Household & Personal Products;Consumer Staples;Household & Personal Products;Personal Care Products;Personal Care Products;France;347;https://www.interparfums.fr;18.10.2023;1
IPG US;Interpublic Group of Companies Inc;US;US4606901001;USD;Communication Services;Advertising Agencies;Communication Services;Media & Entertainment;Media;Advertising;United States;57800;https://www.interpublic.com;19.09.2023;1
INRN SW;Interroll Holding AG;CH;CH0006372897;CHF;Industrials;Specialty Industrial Machinery;Industrials;Capital Goods;Machinery;Industrial Machinery & Supplies & Components;Switzerland;2372;https://www.interroll.com;20.09.2023;1
ISHA XETRA;INTERSHOP Communications Aktiengesellschaft;DE;DE000A254211;EUR;Technology;Software - Application;Consumer Discretionary;Consumer Discretionary Distribution & Retail;Internet & Direct Marketing Retail;Internet & Direct Marketing Retail;Germany;304;https://www.intershop.com;05.09.2023;1
ISN SW;Intershop Holding AG;CH;CH0273774791;CHF;Real Estate;Real Estate Services;Real Estate;Equity Real Estate Investment Trusts (REITs);Real Estate Management & Development;Real Estate Operating Companies;Switzerland;69;https://www.intershop.ch;20.09.2023;1
IVAC US;Intevac Inc;US;US4611481080;USD;Industrials;Specialty Industrial Machinery;Information Technology;Technology Hardware & Equipment;Technology Hardware, Storage & Peripherals;Technology Hardware, Storage & Peripherals;United States;154;https://www.intevac.com;19.09.2023;1
IS7 F;InTiCa Systems AG;DE;DE0005874846;EUR;Consumer Cyclical;Auto Parts;Consumer Discretionary;Automobiles & Components;Automobile Components;Automotive Parts & Equipment;Germany;767;https://www.intica-systems.com;19.09.2023;1
ITCI US;Intracellular Th;US;US46116X1019;USD;Healthcare;Drug Manufacturers-Specialty & Generic;Health Care;Pharmaceuticals, Biotechnology & Life Sciences;Pharmaceuticals;Pharmaceuticals;United States;561;https://www.intracellulartherapies.com;19.09.2023;1
ALINS PA;Intrasense;FR;FR0011179886;EUR;Healthcare;Health Information Services;Health Care;Health Care Equipment & Services;Health Care Technology;Health Care Technology;France;70;https://www.intrasense.fr;18.10.2023;1
IPI US;Intrepid Potash Inc;US;US46121Y2019;USD;Basic Materials;Agricultural Inputs;Materials;Materials;Chemicals;Fertilizers & Agricultural Chemicals;United States;473;https://www.intrepidpotash.com;18.09.2023;1
INTZ US;Intrusion Inc;US;US46121E2054;USD;Technology;Software-Infrastructure;Information Technology;Software & Services;Software;Systems Software;United States;63;https://www.intrusion.com;18.09.2023;1
INTU US;Intuit Inc;US;US4612021034;USD;Technology;Software-Application;Information Technology;Software & Services;Software;Application Software;United States;18200;https://www.intuit.com;19.09.2023;1
ISRG US;Intuitive Surgical Inc;US;US46120E6023;USD;Healthcare;Medical Instruments & Supplies;Health Care;Health Care Equipment & Services;Health Care Equipment & Supplies;Health Care Equipment;United States;12120;https://www.intuitive.com;19.09.2023;1
IVA PA;Inventiva S.A;FR;FR0013233012;EUR;Healthcare;Biotechnology;Health Care;Pharmaceuticals, Biotechnology & Life Sciences;Biotechnology;Biotechnology;France;117;https://www.inventivapharma.com;19.10.2023;1
IVT US;Inventrust Properties Corp;US;US46124J2015;USD;Real Estate;REIT-Retail;Real Estate;Equity Real Estate Investment Trusts (REITs);Diversified REITs;Retail REITs;United States;106;https://www.inventrustproperties.com;17.09.2023;1
IVZ US;Invesco Plc;US;US46127U1043;USD;Financial Services;Asset Management;Financials;Financial Services;Capital Markets;Asset Management & Custody Banks;United States;8621;https://www.invesco.com;18.09.2023;1
ISTR US;Investar Holding Corp;US;US46134L1052;USD;Financial Services;Banks-Regional;Financials;Banks;Banks;Regional Banks;United States;338;https://www.investarbank.com;19.09.2023;1
IREN SW;Investis Holding SA;CH;CH0325094297;CHF;Real Estate;Real Estate Services;Real Estate;Equity Real Estate Investment Trusts (REITs);Real Estate Management & Development;Real Estate Operating Companies;Switzerland;2347;https://www.investisgroup.com;20.09.2023;1
ITIC US;Investors Title Company;US;US4618041069;USD;Financial Services;Insurance-Specialty;Financials;Insurance;Insurance;Property & Casualty Insurance;United States;626;https://www.invtitle.com;18.09.2023;1
NVTA US;Invitae Corp;US;US46185L1035;USD;Healthcare;Diagnostics & Research;Health Care;Pharmaceuticals, Biotechnology & Life Sciences;Biotechnology;Biotechnology;United States;1700;https://www.invitae.com;19.09.2023;1
INVH US;Invitation Homes Inc;US;US46187W1071;USD;Real Estate;REIT-Residential;Real Estate;Equity Real Estate Investment Trusts (REITs);Diversified REITs;Residential REITs;United States;1511;https://www.InvitationHomes.com;19.09.2023;1
NVIV US;InVivo Therapeutics Holdings Corp;US;US46186M6057;USD;Healthcare;Biotechnology;Health Care;Health Care Equipment & Services;Health Care Equipment & Supplies;Health Care Equipment;United States;6;https://www.invivotherapeutics.com;18.09.2023;1
INVO US;INVO Bioscience Inc;US;US44984F3029;USD;Healthcare;Medical Devices;Health Care;Health Care Equipment & Services;Health Care Equipment & Supplies;Health Care Equipment;United States;15;https://www.invobio.com;17.09.2023;1
IONS US;Ionis Pharmaceuticals Inc;US;US4643301090;USD;Healthcare;Biotechnology;Health Care;Pharmaceuticals, Biotechnology & Life Sciences;Biotechnology;Biotechnology;United States;796;https://www.ionispharma.com;19.09.2023;1
IOVA US;Iovance Biotherapeutics Inc;US;US4622601007;USD;Healthcare;Biotechnology;Health Care;Pharmaceuticals, Biotechnology & Life Sciences;Biotechnology;Biotechnology;United States;503;https://www.iovance.com;18.09.2023;1
IPGP US;IPG Photonics Corporation;US;US44980X1090;USD;Technology;Semiconductor Equipment & Materials;Information Technology;Technology Hardware & Equipment;Electronic Equipment, Instruments & Components;Electronic Manufacturing Services;United States;6230;https://www.ipgphotonics.com;19.09.2023;1
IPW US;iPower Inc;US;US46265P1075;USD;Consumer Cyclical;Internet Retail;Consumer Discretionary;Consumer Discretionary Distribution & Retail;Internet & Direct Marketing Retail;Internet & Direct Marketing Retail;United States;70;https://ir.meetipower.com;19.09.2023;1
IPN PA;Ipsen SA;FR;FR0010259150;EUR;Healthcare;Drug Manufacturers - Specialty & Generic;Health Care;Pharmaceuticals, Biotechnology & Life Sciences;Pharmaceuticals;Pharmaceuticals;France;5300;https://www.ipsen.com;18.10.2023;1
IPS PA;Ipsos SA;FR;FR0000073298;EUR;Industrials;Consulting Services;Industrials;Commercial & Professional Services;Professional Services;Research & Consulting Services;France;20000;https://www.ipsos.com;18.10.2023;1
IQV US;IQVIA Holdings Inc;US;US46266C1053;USD;Healthcare;Diagnostics & Research;Health Care;Pharmaceuticals, Biotechnology & Life Sciences;Life Sciences Tools & Services;Life Sciences Tools & Services;United States;87000;https://www.iqvia.com;19.09.2023;1
IRMD US;Iradimed Co;US;US46266A1097;USD;Healthcare;Medical Devices;Health Care;Health Care Equipment & Services;Health Care Equipment & Supplies;Health Care Equipment;United States;123;https://www.iradimed.com;19.09.2023;1
IRTC US;iRhythm Technologies Inc;US;US4500561067;USD;Healthcare;Medical Devices;Health Care;Health Care Equipment & Services;Health Care Equipment & Supplies;Health Care Equipment;United States;1793;https://www.irhythmtech.com;19.09.2023;1
IRIX US;IRIDEX Corporation;US;US4626841013;USD;Healthcare;Medical Devices;Health Care;Health Care Equipment & Services;Health Care Equipment & Supplies;Health Care Equipment;United States;130;https://www.iridex.com;18.09.2023;1
IRDM US;Iridium Communications Inc;US;US46269C1027;USD;Communication Services;Telecom Services;Communication Services;Telecommunication Services;Diversified Telecommunication Services;Alternative Carriers;United States;658;https://www.iridium.com;19.09.2023;1
IRBT US;iRobot Corporation;US;US4627261005;USD;Consumer Cyclical;Furnishings, Fixtures & Appliances;Consumer Discretionary;Consumer Durables & Apparel;Household Durables;Household Appliances;United States;1139;https://www.irobot.com;19.09.2023;1
IRM US;Iron Mountain Incorporated;US;US46284V1017;USD;Real Estate;REIT-Specialty;Real Estate;Equity Real Estate Investment Trusts (REITs);Diversified REITs;Specialized REITs;United States;26000;https://www.ironmountain.com;18.09.2023;1
IRNT US;Ironnet Inc;US;US46323Q1058;USD;Technology;Software-Infrastructure;Information Technology;Software & Services;Software;Systems Software;United States;104;https://www.ironnet.com;17.09.2023;1
